Name,Full Address,Street,City,Postcode,State,Country,Amenity,Healthcare,Phone,Website,Opening Hours,Latitude,Longitude
Centro Radiológico del Quindío,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,doctors,doctor,Unknown,Unknown,Unknown,4.5605814,-75.6550181
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5409432,-75.7008782
Droguería Occidental,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Mo-Sa 08:00-20:00,4.5385089,-75.6973641
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5421341,-75.6912921
Cruz Verde,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5328343,-75.6739318
La Última Curva,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5193194,-75.7043352
Neuromédica,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,doctors,doctor,Unknown,Unknown,Unknown,4.5501793,-75.6598325
Drogueria Alemana,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5581846,-75.6603442
Cruz Verde,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5194189,-75.6892552
Las Argantes,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5674792,-75.6512101
Cruz Verde,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5438478,-75.6727352
Odóntica,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,dentist,dentist,Unknown,Unknown,Unknown,4.5437798,-75.6727498
Efifarma,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5435106,-75.673068
Droguería San Judas,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5428475,-75.67316
Cruz Verde,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5443215,-75.6575272
Cruz Verde,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5597339,-75.6548455
Fomat,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5505172,-75.660383
Casa Odontologica Johana Acevedo Sede,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,dentist,dentist,Unknown,Unknown,Unknown,4.550679,-75.6591714
Portal del café,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5583513,-75.6560803
Cruz Verde,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5529998,-75.657768
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5346452,-75.6871557
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,veterinary,Healthcare Services,Unknown,Unknown,Unknown,4.5553298,-75.657175
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,Healthcare Services,Unknown,Unknown,Unknown,4.5505222,-75.6607006
Colsubsidio,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,Healthcare Services,Unknown,Unknown,Unknown,4.5460561,-75.6624558
Droguería La 14,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5368327,-75.6685588
Colsubsidio,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5407898,-75.6604699
Droguería Profamiliar del pueblo,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5364553,-75.6732204
Drogas la economia,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.532956,-75.6730708
Famivida,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,Healthcare Services,Unknown,Unknown,Unknown,4.5367237,-75.670881
El negrito,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,Healthcare Services,Unknown,Unknown,Unknown,4.5310108,-75.6425837
La droguería caldas,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,Healthcare Services,Unknown,Unknown,Unknown,4.5237993,-75.6433855
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,dentist,dentist,Unknown,Unknown,Unknown,4.5384091,-75.6686642
C.R.C. Eje Seguro,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,doctors,Healthcare Services,Unknown,Unknown,Unknown,4.5322063,-75.6395881
Pasteur,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5610341,-75.6525932
Jeremías García,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,dentist,dentist,Unknown,Unknown,Unknown,4.525539,-75.6414732
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5262135,-75.6417661
